2021-01-04 09:25:02,980| ThreadPoolExecutor-0_2| INFO | File 2: starting 20201222_aocb_2020122_074836o
2021-01-04 09:25:02,981| ThreadPoolExecutor-0_2| INFO |    2 name: 20201222_aocb_2020122_074836o
2021-01-04 09:25:02,981| ThreadPoolExecutor-0_2| INFO |    2 d_file: /home/imaka/data/sim/20201222/ao/aocb_2020122_074836o.fits
2021-01-04 09:25:02,982| ThreadPoolExecutor-0_2| INFO |    2 o_dirs: /home/emcewen/out_sim/20201222/
2021-01-04 09:25:02,983| ThreadPoolExecutor-0_2| INFO |    2 t_file: /home/emcewen/data/target_input/simul_4GS_12am_6mag_USNOB_GS.txt
2021-01-04 09:25:02,984| ThreadPoolExecutor-0_2| INFO | ======== 20201222_aocb_2020122_074836o ========
2021-01-04 09:25:02,984| ThreadPoolExecutor-0_2| INFO | == sub_len = 0 
2021-01-04 09:25:02,985| ThreadPoolExecutor-0_2| INFO | == s_sub = False 
2021-01-04 09:25:02,986| ThreadPoolExecutor-0_2| INFO | == tt_sub = False 
2021-01-04 09:25:02,987| ThreadPoolExecutor-0_2| DEBUG| path found: /home/emcewen/out_sim/20201222/
2021-01-04 09:25:02,989| ThreadPoolExecutor-0_2| DEBUG| datacheckfile: /home/imaka/data/sim/20201222/ao/aocb_2020122_074836o.fits
2021-01-04 09:25:03,023| ThreadPoolExecutor-0_2| DEBUG| datacheckfile: /home/imaka/data/sim/20201222/ao/aocb_2020122_074836o.fits
2021-01-04 09:25:03,200| ThreadPoolExecutor-0_2| DEBUG| path found: /home/emcewen/out_sim/20201222/fits/
2021-01-04 09:25:03,201| ThreadPoolExecutor-0_2| DEBUG| fits name: /home/emcewen/out_sim/20201222/fits/20201222_aocb_2020122_074836o_tmax200_raw.fits
2021-01-04 09:25:03,201| ThreadPoolExecutor-0_2| DEBUG| fits not found: /home/emcewen/out_sim/20201222/fits/20201222_aocb_2020122_074836o_tmax200_raw.fits
2021-01-04 09:25:03,201| ThreadPoolExecutor-0_2| INFO | ====> Starting acor
2021-01-04 09:25:03,201| ThreadPoolExecutor-0_2| INFO | Generating auto corr tmax = 200
2021-01-04 09:35:53,086| ThreadPoolExecutor-0_2| INFO | == finished in 649.8847289085388 s
2021-01-04 09:35:53,087| ThreadPoolExecutor-0_2| INFO | ====> Starting ccor
2021-01-04 09:35:53,087| ThreadPoolExecutor-0_2| INFO | Generating cross corr tmax = 200
2021-01-04 09:53:36,702| ThreadPoolExecutor-0_2| INFO | == finished in 1063.6144971847534 s
2021-01-04 09:53:36,703| ThreadPoolExecutor-0_2| INFO | ====> writing fits
2021-01-04 09:53:36,704| ThreadPoolExecutor-0_2| DEBUG| path found: /home/emcewen/out_sim/20201222/fits/
2021-01-04 09:53:36,704| ThreadPoolExecutor-0_2| DEBUG| fits name: /home/emcewen/out_sim/20201222/fits/20201222_aocb_2020122_074836o_tmax200_raw.fits
2021-01-04 09:53:36,755| ThreadPoolExecutor-0_2| INFO | ---> saving ccor
2021-01-04 09:53:36,826| ThreadPoolExecutor-0_2| INFO | == /home/emcewen/out_sim/20201222/fits/20201222_aocb_2020122_074836o_tmax200_raw.fits
2021-01-04 09:53:36,826| ThreadPoolExecutor-0_2| INFO | ====> Graphing
2021-01-04 09:53:37,000| ThreadPoolExecutor-0_2| DEBUG| path found: /home/emcewen/out_sim/20201222/plots/acor_png/
2021-01-04 09:53:37,001| ThreadPoolExecutor-0_2| DEBUG| Graphing: graph_3_rows_t_mat
2021-01-04 09:53:37,767| ThreadPoolExecutor-0_2| INFO | /home/emcewen/out_sim/20201222/plots/acor_png/20201222_aocb_2020122_074836o_raw_acor_avg_0.png
2021-01-04 09:53:37,913| ThreadPoolExecutor-0_2| DEBUG| path found: /home/emcewen/out_sim/20201222/plots/acor_avg_gif/
2021-01-04 09:53:37,913| ThreadPoolExecutor-0_2| DEBUG| Graphing: gif_3_mat
